NOME;NUM;LAT;LON;SEQ;GRUPO;SENTIDO;TIPO;ITINERARY_ID;CODE
Rua Nossa Senhora de Nazaré. 1384 - Boa Vista;120219;-25.38883;-49.24387;4;;Terminal Barrerinha;Novo mobiliário;570;225
Rua Nossa Senhora de Nazaré. 1211 - Boa Vista;120220;-25.38997;-49.24512;15;;Terminal Boa Vista;Novo mobiliário;571;225
Rua Lodovico Geronazzo. 1065 - Boa Vista;120214;-25.38598;-49.24697;12;;Terminal Boa Vista;Novo mobiliário;571;225
Rua Lodovico Geronazzo. 2175 - Boa Vista;120207;-25.379710164817;-49.254977114609;10;;Terminal Barrerinha;Novo mobiliário;570;225
Rua Lodovico Geronazzo. 1370 - Boa Vista;120212;-25.384097760295;-49.249200493661;7;;Terminal Barrerinha;Novo mobiliário;570;225
Rua Prof. Guilherme Butler. 1488 - Barreirinha;120201;-25.375112757821;-49.258469342425;5;;Terminal Boa Vista;Chapéu chinês;571;225
Terminal Boa Vista - 225 - Boa Vista/Barreirinha;104206;-25.39315155792;-49.241135101852;1;14471;Terminal Barrerinha;Plataforma;570;225
Rua Prof. Guilherme Butler. 1356 - Barreirinha;120140;-25.374719760444;-49.259815786142;4;;Terminal Boa Vista;Chapéu chinês;571;225
Rua João Havro. 357 - Boa Vista;120222;-25.39176;-49.24376;16;;Terminal Boa Vista;Sem demarcação;571;225
Terminal Boa Vista - 225 - Boa Vista/Barreirinha;104206;-25.39315155792;-49.241135101852;17;14471;Terminal Boa Vista;Plataforma;571;225
Rua Lodovico Geronazzo. 1731 - Boa Vista;120211;-25.38263886565;-49.251084113271;8;;Terminal Barrerinha;Novo mobiliário;570;225
Rua João Havro. 357 - Boa Vista;120223;-25.39171;-49.24366;2;;Terminal Barrerinha;Chapéu chinês;570;225
Terminal Barreirinha - 225 - Boa Vista / Barreirinha;104105;-25.377196086551;-49.262522831912;1;14517;Terminal Boa Vista;Plataforma;571;225
Avenida Anita Garibaldi. 4222  - Barreirinha;120023;-25.376397267673;-49.262598365111;2;;Terminal Boa Vista;Novo mobiliário;571;225
Rua Prof. Guilherme Butler. 693 - Barreirinha;120202;-25.376682115692;-49.255642134901;6;;Terminal Boa Vista;Chapéu chinês;571;225
Rua Canal Belém. 2088 - Guabirotuba;140015;-25.476775818347;-49.241641953373;21;;Canal Belém;Chapéu chinês;710;475
Rua João Negrão. 1408 - Centro;110145;-25.441763500043;-49.261036695189;6;;Canal Belém;Novo mobiliário;710;475
Av. Pres. Getúlio Vargas. 767 - Rebouças;110424;-25.443180689821;-49.26703288702;4;;Canal Belém;Novo mobiliário;710;475
Av. Pres. Getúlio Vargas. 385 - Rebouças;110425;-25.442052001629;-49.264006014147;5;;Canal Belém;Novo mobiliário;710;475
Rua Doutor Reinaldo Machado. 1332 - Prado Velho;140776;-25.454731908372;-49.25614568705;12;;Canal Belém;Placa em poste;710;475
Rua Prof. Regina Célia Marinoni. 308 - Prado Velho;140777;-25.45677591887;-49.253769249863;13;;Canal Belém;Sem demarcação;710;475
Rua Salomão Elias Feder. 292 - Uberaba;140797;-25.484566414175;-49.233651341146;26;;Canal Belém;Sem demarcação;710;475
Rua Salomão Elias Feder. 912 - Uberaba;140801;-25.488825288173;-49.23001963014;28;;Canal Belém;Sem demarcação;710;475
Rua Salomão Elias Feder. 1250 - Uberaba;140802;-25.49125851683;-49.227903367227;29;;Canal Belém;Sem demarcação;710;475
Rua Canal Belém. 5798 - Uberaba;140867;-25.502567692068;-49.219079065738;36;;Canal Belém;Sem demarcação;710;475
Rua Canal Belém. 663 - Guabirotuba;140782;-25.46595537445;-49.249866635746;24;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua Canal Belém. 5799 - Uberaba;140866;-25.502521695517;-49.218995917259;4;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua Tenente Antônio Miranda Marquês. 304 - Uberaba;140871;-25.502436767747;-49.214666327613;38;;Canal Belém;Chapéu chinês;710;475
Rua Canal Belém. 1810 - Guabirotuba;140017;-25.474568511553;-49.243337609787;20;;Canal Belém;Placa em cano;710;475
Rua Canal Belém. 1183 - Guabirotuba;140021;-25.47058;-49.24643;18;;Canal Belém;Sem demarcação;710;475
Rua Mário Mendes de Lara. 843 - Uberaba;140795;-25.483727453895;-49.234925390429;25;;Canal Belém;Sem demarcação;710;475
Rua Canal Belém. 2089 - Guabirotuba;140014;-25.476582106971;-49.241635131283;19;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua Canal Belém. 1811 - Guabirotuba;140016;-25.474501515376;-49.243272245369;20;;Praça Rui Barbosa;Chapéu chinês;711;475
Av. Sen. Salgado Filho. 80 - Prado Velho;140874;-25.453965000982;-49.252125627565;28;;Praça Rui Barbosa;Novo mobiliário;711;475
Rua Canal Belém. 2770 - Guabirotuba;140790;-25.481194799465;-49.237867773718;17;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua Mário Mendes de Lara. 844 - Uberaba;140106;-25.483658448243;-49.234993786758;15;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua Salomão Elias Feder. 1179 - Uberaba;140803;-25.490885667078;-49.228076369709;11;;Praça Rui Barbosa;Domus;711;475
Rua Arlindo Natal. 500 - Uberaba;140872;-25.502847302301;-49.21648805183;2;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua Des. Westphalen. 1136 - Rebouças;110063;-25.442390370411;-49.268457026428;3;;Canal Belém;Placa em poste;710;475
Rua João Negrão. 1802 - Centro;140464;-25.4447087239;-49.259564265127;7;;Canal Belém;Novo mobiliário;710;475
Rua José Gomes de Melo. 78 - Uberaba;140861;-25.495597047075;-49.224482209629;31;;Canal Belém;Sem demarcação;710;475
Rua Salomão Elias Feder. 913 - Uberaba;140800;-25.488693335559;-49.229975373692;12;;Praça Rui Barbosa;Domus;711;475
Rua José Gomes de Melo. 281 - Uberaba;140862;-25.496418977537;-49.222699881739;8;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua Canal Belém. 1614 - Guabirotuba;140019;-25.47283;-49.24468;19;;Canal Belém;Chapéu chinês;710;475
Rua Comendador Roseira. 260 - Prado Velho;140267;-25.45043;-49.25676;10;;Canal Belém;Novo mobiliário;710;475
Rua Doutor Reinaldo Machado. 996 - Prado Velho;140775;-25.451751804808;-49.256424636787;11;;Canal Belém;Placa em poste;710;475
Rua Canal Belém. 101 - Guabirotuba;140778;-25.460323793058;-49.249500514215;15;;Canal Belém;Chapéu chinês;710;475
Rua Canal Belém. 6324 - Guabirotuba;140793;-25.483284364284;-49.236538739151;24;;Canal Belém;Sem demarcação;710;475
Rua Tenente-Coronel Benjamin Lage. 232 - Uberaba;140865;-25.498118503692;-49.219848693555;33;;Canal Belém;Sem demarcação;710;475
Rua José Hauer. 278 - Uberaba;140497;-25.498661842881;-49.218746472387;34;;Canal Belém;Chapéu chinês;710;475
Rua Tenente Antônio Miranda Marquês. 304 - Uberaba;140871;-25.502436767747;-49.214666327613;1;;Praça Rui Barbosa;Chapéu chinês;711;475
Praça Rui Barbosa;108170;-25.435876905372;-49.273143161309;38;;Praça Rui Barbosa;Fora do padrão;711;475
Rua Conselheiro Laurindo. 1264- Centro;110147;-25.438529389521;-49.260738969988;34;;Praça Rui Barbosa;Novo mobiliário;711;475
Rua Salomão Elias Feder. 647 - Uberaba;140798;-25.486721292534;-49.231690646357;13;;Praça Rui Barbosa;Domus;711;475
Rua Arlindo Natal. 696 - Uberaba;140868;-25.503680076974;-49.217649448333;3;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua Baltazar Carrasco dos Reis. 788 - Rebouças;140876;-25.44586134933;-49.258296489716;32;;Praça Rui Barbosa;Placa em cano;711;475
Rua Canal Belém. 2771 - Guabirotuba;140791;-25.481122160405;-49.238093079275;23;;Canal Belém;Sem demarcação;710;475
Rua Conselheiro Laurindo. 987- Centro;110148;-25.436399081094;-49.26186415667;35;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua Imaculada Conceição. 631 - Prado Velho;140182;-25.44647;-49.25388;30;;Praça Rui Barbosa;Novo mobiliário;711;475
Rua Canal Belém. 2372 - Guabirotuba;140788;-25.478301309654;-49.240288467354;18;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua José Gomes de Melo. 79 - Uberaba;140806;-25.495605520613;-49.224297137207;9;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua José Hauer. 508 - Uberaba;140494;-25.500320413206;-49.219986559525;5;;Praça Rui Barbosa;Chapéu chinês;711;475
Praça Rui Barbosa;108170;-25.435876905372;-49.273143161309;1;;Canal Belém;Fora do padrão;710;475
Rua Imaculada Conceição. 1986 - Prado Velho;140273;-25.458270272038;-49.25124475215;14;;Canal Belém;Novo mobiliário;710;475
Rua Salomão Elias Feder. 628 - Uberaba;140799;-25.486791507022;-49.231768430418;27;;Canal Belém;Sem demarcação;710;475
Rua Canal Belém. 1182 - Guabirotuba;140020;-25.47055;-49.24636;22;;Praça Rui Barbosa;Chapéu chinês;711;475
Av. Visconde de Guarapuava. 2324 - Centro;140205;-25.435186762549;-49.264932603783;36;;Praça Rui Barbosa;Novo mobiliário;711;475
Rua Canal Belém. 40 - Guabirotuba;140780;-25.462381027825;-49.250220687336;25;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua Tenente-Coronel Benjamin Lage. 233 - Uberaba;140864;-25.497996245134;-49.219856740183;7;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua João Negrão. 2024 - Centro;140465;-25.44656883286;-49.258803858871;8;;Canal Belém;Novo mobiliário;710;475
Rua João Negrão. 2222 - Centro;140466;-25.448493095029;-49.258259370442;9;;Canal Belém;Novo mobiliário;710;475
Rua Canal Belém. 51 - Guabirotuba;140781;-25.462307166562;-49.250289083666;16;;Canal Belém;Sem demarcação;710;475
Rua Canal Belém. 2373 - Guabirotuba;140789;-25.478350947513;-49.240391732401;22;;Canal Belém;Sem demarcação;710;475
Rua Canal Belém. 662 - Guabirotuba;140783;-25.465984433744;-49.250018180555;17;;Canal Belém;Sem demarcação;710;475
Rua José Gomes de Melo. 280 - Uberaba;140863;-25.496524290754;-49.222623438782;32;;Canal Belém;Sem demarcação;710;475
Rua Arlindo Natal. 671 - Uberaba;140869;-25.503766017055;-49.217551547704;37;;Canal Belém;Sem demarcação;710;475
Rua José Hauer. 508 - Uberaba;140495;-25.500212943887;-49.220071457672;35;;Canal Belém;Chapéu chinês;710;475
Rua Canal Belém. 1615 - Guabirotuba;140018;-25.472718520869;-49.244647317791;21;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua Canal Belém. 957 - Guabirotuba;140022;-25.467748205854;-49.248583411045;23;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua Imaculada Conceição. 1174 - Prado Velho;140271;-25.451121172419;-49.25283524785;29;;Praça Rui Barbosa;Novo mobiliário;711;475
Av. Sen. Salgado Filho. 463 - Prado Velho;140873;-25.457204180942;-49.250273562241;27;;Praça Rui Barbosa;Novo mobiliário;711;475
Rua Salomão Elias Feder. 293 - Uberaba;140796;-25.484520410733;-49.233562828249;14;;Praça Rui Barbosa;Domus;711;475
Rua Salomão Elias Feder. 1395 - Uberaba;140804;-25.492766851749;-49.226437540001;10;;Praça Rui Barbosa;Domus;711;475
R. Des. Westphalen. 922 - Centro;110060;-25.440644903696;-49.269306466922;2;;Canal Belém;Novo mobiliário;710;475
Rua Salomão Elias Feder. 1394 - Uberaba;140805;-25.492817694169;-49.226540805048;30;;Canal Belém;Placa em cano;710;475
Av. Visconde de Guarapuava. 2646 - Centro;140941;-25.435959450504;-49.266889275259;37;;Praça Rui Barbosa;Novo mobiliário;711;475
Rua Conselheiro Laurindo. 1697 - Centro;110146;-25.442436445978;-49.259707660622;33;;Praça Rui Barbosa;Novo mobiliário;711;475
Rua Canal Belém. 80 - Guabirotuba;140779;-25.460452144225;-49.249462963289;26;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua Canal Belém. 6321 - Guabirotuba;140792;-25.483284364284;-49.236424745268;16;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua José Hauer. 278 - Uberaba;140496;-25.499268844076;-49.219091457672;6;;Praça Rui Barbosa;Chapéu chinês;711;475
Rua Baltazar Carrasco dos Reis. 440 - Rebouças;140875;-25.444688097732;-49.255299616275;31;;Praça Rui Barbosa;Chapéu chinês;711;475
R. Brasilino Moura. 90 - São Lourenço;120102;-25.403061899352;-49.270802618212;17;;Bom Retiro (Circular);Novo mobiliário;8665;201
Travessa Lange de Morretes. 104 - Jardim Social;130067;-25.411192990457;-49.232854635582;9;;Atendimento Cabral - Amâncio Moro;Novo mobiliário;9693;201
Av. Munhoz da Rocha. 1143 - Juveve;130003;-25.406155130757;-49.247822419643;10;;Atendimento Amâncio Moro - Cabral;Novo mobiliário;9713;201
R. Mateus Leme.  1654 - São Francisco;120532;-25.412732407619;-49.271372587627;13;;Bom Retiro (Circular);Novo mobiliário;8665;201
Rua Estados Unidos. 701 - Bacacheri;130064;-25.406152399191;-49.241617317791;5;;Atendimento Cabral - Amâncio Moro;Novo mobiliário;9693;201
Rua Estados Unidos. 421 - Bacacheri;130065;-25.407736959452;-49.240344256449;6;;Atendimento Cabral - Amâncio Moro;Novo mobiliário;9693;201
Rua Cel. Temistocles de Souza Brasil. 114-280 - Jardim Social;130069;-25.410738353962;-49.235409943447;8;;Atendimento Cabral - Amâncio Moro;Placa em cano;9693;201
Av. Munhoz da Rocha. 1067 - Juveve;130001;-25.40744876934;-49.249701768694;11;;Atendimento Amâncio Moro - Cabral;Novo mobiliário;9713;201
Rua México. 1455 - Bacacheri;130650;-25.410531746735;-49.23596594841;4;;Atendimento Amâncio Moro - Cabral;Novo mobiliário;9713;201
R. Mateus Leme. 2523 - Bom Retiro;120526;-25.405207333944;-49.271042675919;16;;Bom Retiro (Circular);Novo mobiliário;8665;201
R. Eça de Queiroz. 1251 - Ahú;120048;-25.40235;-49.25898;3;;Bom Retiro (Circular);Novo mobiliário;8665;201
R. Brasilino Moura. 602 - Ahú;120051;-25.4011;-49.26497;5;;Bom Retiro (Circular);Novo mobiliário;8665;201
R. Carlos Augusto Cornelsen. 122 - Bom Retiro;120101;-25.403497908439;-49.273584139881;8;;Bom Retiro (Circular);Novo mobiliário;8665;201
R. Eça de Queiroz. 1260 - Ahú;120010;-25.402382962766;-49.25947409834;21;;Bom Retiro (Circular);Novo mobiliário;8665;201
Rua Nicarágua. 239 - Bacacheri;130013;-25.40335942835;-49.245174139881;9;;Atendimento Amâncio Moro - Cabral;Novo mobiliário;9713;201
Rua México. 833 - Bacacheri;130070;-25.408816674837;-49.237335626984;5;;Atendimento Amâncio Moro - Cabral;Novo mobiliário;9713;201
R. México. 1367 - Bacacheri;130943;-25.41293201293;-49.234094917774;3;;Atendimento Amâncio Moro - Cabral;Chapéu chinês;9713;201
R. Nilo Peçanha. 1377 - Bom Retiro;120060;-25.408545550262;-49.276305912747;11;;Bom Retiro (Circular);Novo mobiliário;8665;201
R. Mateus Leme. 2252 - Bom Retiro;120528;-25.407071686833;-49.271422208494;15;;Bom Retiro (Circular);Novo mobiliário;8665;201
R. Mateus Leme. 1772 - Bom Retiro;120530;-25.410257616302;-49.271434278435;14;;Bom Retiro (Circular);Novo mobiliário;8665;201
R. Eça de Queiroz. 921 - Ahú;120049;-25.401709096951;-49.262440699406;4;;Bom Retiro (Circular);Novo mobiliário;8665;201
R. Eça de Queiroz. 940 - Ahú;120050;-25.401900925253;-49.262234023313;20;;Bom Retiro (Circular);Novo mobiliário;8665;201
Terminal Cabral - 207 - Cabral / Osório;104914;-25.406341282294;-49.252450579135;1;14474;Atendimento Cabral - Amâncio Moro;Plataforma;9693;201
Rua Fagundes Varela. 991 - Jardim Social;130068;-25.414106675422;-49.231597930059;2;;Atendimento Amâncio Moro - Cabral;Novo mobiliário;9713;201
Rua México. 429 - Bacacheri;130073;-25.403133679583;-49.241859300594;8;;Atendimento Amâncio Moro - Cabral;Novo mobiliário;9713;201
R. Nilo Peçanha. 1571 - Bom Retiro;120058;-25.406519777418;-49.276052050075;10;;Bom Retiro (Circular);Novo mobiliário;8665;201
R. Nilo Peçanha. 1900 - Pilarzinho;120057;-25.404092287633;-49.275649006075;9;;Bom Retiro (Circular);Novo mobiliário;8665;201
Av. Prefeito Erasto Gaertner. 193 - Bacacheri;130005;-25.404285485932;-49.244288658895;4;;Atendimento Cabral - Amâncio Moro;Novo mobiliário;9693;201
Av. Pres. Washington Luís. 645 - Jardim Social;130470;-25.419231067147;-49.230507792181;10;;Atendimento Cabral - Amâncio Moro;Novo mobiliário;9693;201
Av. Pres. Washington Luís. 746 - Jardim Social;130466;-25.41927830682;-49.230108143038;1;;Atendimento Amâncio Moro - Cabral;Novo mobiliário;9713;201
Terminal Cabral - 207 - Cabral / Osório;104914;-25.406341282294;-49.252450579135;2;14474;Terminal Cabral;Plataforma;9733;201
Rua dos Funcionários. 157 - Cabral;120002;-25.402083054858;-49.255968661255;22;;Bom Retiro (Circular);Novo mobiliário;8665;201
R. Brasilino Moura. 79 - São Lourenço;120103;-25.402914104034;-49.27084955687;7;;Bom Retiro (Circular);Novo mobiliário;8665;201
Av. Munhoz da Rocha. 1361 - Juveve;130004;-25.405733016782;-49.247328309193;3;;Atendimento Cabral - Amâncio Moro;Novo mobiliário;9693;201
Rua México. 679 - Bacacheri;130072;-25.405101852055;-49.240317580357;7;;Atendimento Amâncio Moro - Cabral;Novo mobiliário;9713;201
Terminal Cabral - 207 - Cabral / Osório;104914;-25.406341282294;-49.252450579135;12;14474;Atendimento Amâncio Moro - Cabral;Plataforma;9713;201
Rua Brasilino Moura. 330 - São Lourenço;120054;-25.401762136668;-49.268438163195;18;;Bom Retiro (Circular);Novo mobiliário;8665;201
Terminal Cabral - 201 - Bom Retiro / Cabral;104910;-25.406358512665;-49.252481460571;1;14474;Bom Retiro (Circular);Plataforma;8665;201
Terminal Cabral - 201 - Bom Retiro / Cabral;104910;-25.406358512665;-49.252481460571;23;14474;Bom Retiro (Circular);Plataforma;8665;201
Av. Munhoz da Rocha. 1067 - Juveve;130002;-25.40751903007;-49.249488533077;2;;Atendimento Cabral - Amâncio Moro;Novo mobiliário;9693;201
Terminal Cabral - 201 - Bom Retiro / Cabral;104910;-25.406358512665;-49.252481460571;1;14474;Terminal Cabral;Plataforma;9733;201
Rua dos Funcionários. 152 - Cabral;120001;-25.402078890163;-49.255738374231;2;;Bom Retiro (Circular);Chapéu chinês;8665;201
R. Brasilino Moura. 605 - Ahú;120052;-25.40126;-49.26492;19;;Bom Retiro (Circular);Novo mobiliário;8665;201
R. Brasilino Moura. 331 - São Lourenço;120053;-25.401424251116;-49.267849008598;6;;Bom Retiro (Circular);Novo mobiliário;8665;201
R. Dep. Mário de Barros. 1681 - Centro Cívico;120112;-25.411725747542;-49.270902069941;12;;Bom Retiro (Circular);Novo mobiliário;8665;201
Rua Estados Unidos. 184 - Bacacheri;130066;-25.409790309051;-49.238721224537;7;;Atendimento Cabral - Amâncio Moro;Novo mobiliário;9693;201
Av. Pres. Washington Luís. 746 - Jardim Social;130466;-25.41927830682;-49.230108143038;11;;Atendimento Cabral - Amâncio Moro;Novo mobiliário;9693;201
Rua México. 590 - Bacacheri;130071;-25.4071;-49.23879;6;;Atendimento Amâncio Moro - Cabral;Novo mobiliário;9713;201
Terminal Capão Raso - 828 - Campo Comprido / Capão Raso;104810;-25.492447270329;-49.293168218082;41;14497;Terminal Capão Raso;Plataforma;1007;828
Rua Eduardo Sprada. 4520 - Cidade Industrial;180224;-25.447061791882;-49.348944078473;4;;Terminal Capão Raso;Novo mobiliário;1007;828
Rua Doutor Lubumir Viergbiski. 738 - Campo Comprido;180284;-25.466764621748;-49.330367283459;20;;Terminal Capão Raso;Chapéu chinês;1007;828
Rua Renato Polati. 3 - Campo Comprido;180276;-25.461105799415;-49.32572717116;25;;Terminal Campo Comprido;Novo mobiliário;1008;828
Rua Luís Ronaldo Canale. 477 - Campo Comprido;180269;-25.460966182309;-49.334265116629;28;;Terminal Campo Comprido;Chapéu chinês;1008;828
Rua João Dembinski. 701 - Cidade Industrial;180214;-25.455608685041;-49.348111252574;34;;Terminal Campo Comprido;Novo mobiliário;1008;828
Rua Waldemar Cavanha. 818- Campo Comprido;180292;-25.476180612887;-49.330949322815;17;;Terminal Campo Comprido;Chapéu chinês;1008;828
Rua Dep. Waldemiro Pedroso. 518 - Novo Mundo;170101;-25.49250730719;-49.298540268826;3;;Terminal Campo Comprido;Novo mobiliário;1008;828
Terminal Fazendinha - 828 - Campo Comprido / Capão Raso - 831 - Fazendinha / Capão Raso;105308;-25.47723753141;-49.327455830689;26;14512;Terminal Capão Raso;Plataforma;1007;828
Rua Dep.Waldemiro Pedroso. 1601 - Novo Mundo;170109;-25.492719150923;-49.30850601642;35;;Terminal Capão Raso;Domus;1007;828
Rua Dep.Waldemiro Pedroso. 1773 - Novo Mundo;170100;-25.492587202584;-49.310462687896;34;;Terminal Capão Raso;Domus;1007;828
Terminal Campo Comprido - 828 - Campo Comprido / Capão Raso;104613;-25.441535779008;-49.347001457672;41;14508;Terminal Campo Comprido;Plataforma;1008;828
Rua Luís Ronaldo Canale. 213 - Campo Comprido;180272;-25.461882795485;-49.33228698748;27;;Terminal Campo Comprido;Novo mobiliário;1008;828
Rua Luís Tramontin. 2058 - Campo Comprido;180265;-25.46008169664;-49.340831737307;30;;Terminal Campo Comprido;Chapéu chinês;1008;828
Rua José Benedito Cotolengo. 935 - Campo Comprido;180281;-25.464504044571;-49.326665835019;23;;Terminal Campo Comprido;Chapéu chinês;1008;828
Rua General Potiguara. 1325 - Fazendinha;170149;-25.489730303947;-49.316372935461;11;;Terminal Campo Comprido;Chapéu chinês;1008;828
R. Francisco Ader. 341 - Novo Mundo;170001;-25.491732105446;-49.297329212303;40;;Terminal Capão Raso;Domus;1007;828
Rua Eduardo Sprada. 3958 - Campo Comprido;180228;-25.444228776465;-49.344030947632;2;;Terminal Capão Raso;Novo mobiliário;1007;828
Rua Renato Polati. 222 - Campo Comprido;180273;-25.46099076834;-49.328591770388;15;;Terminal Capão Raso;Novo mobiliário;1007;828
R. Gen. Potiguara. 2802 - Fazendinha;180099;-25.479890921671;-49.324250997252;27;;Terminal Capão Raso;Novo mobiliário;1007;828
Rua Luís Tramontin. 2378 - Campo Comprido;180264;-25.461344620278;-49.343489806441;11;;Terminal Capão Raso;Chapéu chinês;1007;828
Rua Rio do Sul. 256 - Campo Comprido;180733;-25.471450310611;-49.331065998907;22;;Terminal Capão Raso;Chapéu chinês;1007;828
Rua Pedro Biernaski. 147 - Campo Comprido;180286;-25.468336224557;-49.33123631918;21;;Terminal Capão Raso;Chapéu chinês;1007;828
Rua José Benedito Cotolengo. 934 - Campo Comprido;180280;-25.464537947487;-49.326783852215;18;;Terminal Capão Raso;Chapéu chinês;1007;828
Rua Dep. Waldemiro Pedroso. 459 - Novo Mundo;170102;-25.492652571504;-49.298435662674;39;;Terminal Capão Raso;Novo mobiliário;1007;828
Rua Renato Polati. 1086 - Campo Comprido;180267;-25.460702215793;-49.336283478912;29;;Terminal Campo Comprido;Novo mobiliário;1008;828
Rua João Dembinski. 541 - Cidade Industrial;180216;-25.453787465399;-49.348903845338;35;;Terminal Campo Comprido;Novo mobiliário;1008;828
Rua Rio do Sul. 257 - Campo Comprido;180288;-25.471365558169;-49.331095503206;19;;Terminal Campo Comprido;Chapéu chinês;1008;828
Rua General Potiguara. 1001- - Fazendinha;170147;-25.49139845047;-49.314527575659;10;;Terminal Campo Comprido;Chapéu chinês;1008;828
Rua General Potiguara. 1710 - Fazendinha;170152;-25.48743747261;-49.318794970202;12;;Terminal Campo Comprido;Chapéu chinês;1008;828
R. Gen. Potiguara. 2430 - Fazendinha;180096;-25.482331104997;-49.322968487429;14;;Terminal Campo Comprido;Novo mobiliário;1008;828
Rua João Dembinski. 74 - Cidade Industrial;180221;-25.449958454988;-49.351573984412;5;;Terminal Capão Raso;Domus;1007;828
Rua João Dembinski. 150 - Cidade Industrial;180220;-25.451351056674;-49.350813578156;6;;Terminal Capão Raso;Novo mobiliário;1007;828
Rua João Dembinski. 1340 - Cidade Industrial;180179;-25.458001415769;-49.347134928492;9;;Terminal Capão Raso;Novo mobiliário;1007;828
Rua Luís Tramontin. 2059 - Campo Comprido;180266;-25.460167667893;-49.340610455064;12;;Terminal Capão Raso;Chapéu chinês;1007;828
Rua José Gonçalves Júnior. 181 - Campo Comprido;180283;-25.466270616008;-49.327294813032;19;;Terminal Capão Raso;Domus;1007;828
Rua Dep. Waldemiro Pedroso. 1015 - Novo Mundo;170106;-25.492664676856;-49.303977106499;37;;Terminal Capão Raso;Domus;1007;828
Rua General Potiguara. 1324 - Fazendinha;170150;-25.489824727953;-49.316442672896;31;;Terminal Capão Raso;Chapéu chinês;1007;828
Rua General Potiguara. 1711 - Fazendinha;170153;-25.487449578487;-49.318910305189;30;;Terminal Capão Raso;Chapéu chinês;1007;828
Rua Eduardo Sprada. 4300 - Campo Comprido;180225;-25.445601324109;-49.346307467011;39;;Terminal Campo Comprido;Novo mobiliário;1008;828
Rua José Gonçalves Júnior. 182 - Campo Comprido;180282;-25.466250032391;-49.327172772522;22;;Terminal Campo Comprido;Chapéu chinês;1008;828
Rua Dep.Waldemiro Pedroso. 1774 - Novo Mundo;170110;-25.492595676336;-49.308677677797;7;;Terminal Campo Comprido;Domus;1008;828
Rua Dep.Waldemiro Pedroso. 1773 - Novo Mundo;170100;-25.492587202584;-49.310462687896;8;;Terminal Campo Comprido;Domus;1008;828
Rua Dep. Waldemiro Pedroso. 839 - Novo Mundo;170104;-25.492644097757;-49.301477287697;38;;Terminal Capão Raso;Domus;1007;828
Rua Dep.Waldemiro Pedroso. 1203 - Novo Mundo;170107;-25.492687677021;-49.306071911739;36;;Terminal Capão Raso;Domus;1007;828
Rua Eduardo Sprada. 3999 - Campo Comprido;180227;-25.444503678285;-49.344249547666;40;;Terminal Campo Comprido;Novo mobiliário;1008;828
R. Gen. Potiguara. 2803 - Fazendinha;180142;-25.479756537919;-49.324103475756;15;;Terminal Campo Comprido;Novo mobiliário;1008;828
Rua Eduardo Sprada. 4651 - Cidade Industrial;180223;-25.447681819278;-49.349527458933;38;;Terminal Campo Comprido;Novo mobiliário;1008;828
Rua Eduardo Sprada. 4901 - Cidade Industrial;180222;-25.44919312268;-49.351521681336;37;;Terminal Campo Comprido;Novo mobiliário;1008;828
Rua João Dembinski. 149 - Cidade Industrial;180219;-25.451180312464;-49.350723724154;36;;Terminal Campo Comprido;Novo mobiliário;1008;828
Rua João Dembinski. 700 - Cidade Industrial;180176;-25.459847999826;-49.345226536778;32;;Terminal Campo Comprido;Novo mobiliário;1008;828
Rua Luís Tramontin. 2378 - Campo Comprido;180263;-25.461239276244;-49.343786190537;31;;Terminal Campo Comprido;Chapéu chinês;1008;828
Rua Dep.Waldemiro Pedroso. 1992 - Novo Mundo;170113;-25.492590834192;-49.31257895081;9;;Terminal Campo Comprido;Domus;1008;828
Rua Dep.Waldemiro Pedroso. 236 - Novo Mundo;170111;-25.492486635675;-49.296568979167;2;;Terminal Campo Comprido;Chapéu chinês;1008;828
Rua Dep.Waldemiro Pedroso. 1993 - Novo Mundo;170114;-25.49273731085;-49.312507944775;33;;Terminal Capão Raso;Chapéu chinês;1007;828
Rua Renato Polati. 2 - Campo Comprido;180277;-25.461258366777;-49.325508571125;16;;Terminal Capão Raso;Novo mobiliário;1007;828
Rua Renato Polati. 1145 - Campo Comprido;180268;-25.460832988268;-49.336754206594;13;;Terminal Capão Raso;Novo mobiliário;1007;828
Rua Luís Ronaldo Canale. 214 - Campo Comprido;180271;-25.462036572705;-49.332292351898;14;;Terminal Capão Raso;Novo mobiliário;1007;828
