NOME;NUM;LAT;LON;SEQ;GRUPO;SENTIDO;TIPO;ITINERARY_ID;CODE
Praça Rui Barbosa;108170;-25.435876905372;-49.273143161309;1;;Estação Fanny;Fora do padrão;776;560
Rua Lamenha Lins. 1592 - Rebouças;150721;-25.449942021534;-49.27082000784;4;;Estação Fanny;Novo mobiliário;776;560
Rua Lamenha Lins. 1888 - Centro;150512;-25.453288321453;-49.269221622166;6;;Estação Fanny;Novo mobiliário;776;560
Rua Lamenha Lins. 2575 - Centro;150485;-25.458193704989;-49.26681568068;9;;Estação Fanny;Chapéu chinês;776;560
Estação Fanny;108209;-25.474973889693;-49.258533150306;1;14594;Praça Rui Barbosa;Estação tubo;1787;560
Rua Antônio Barrichelo. 249 - Fanny;150493;-25.472579985643;-49.260783226437;2;;Praça Rui Barbosa;Domus;1787;560
Estação Fanny;108210;-25.474845554019;-49.258702129474;1;47567;Estação Fanny;Estação tubo;10193;560
Praça Rui Barbosa;108170;-25.435876905372;-49.273143161309;17;;Praça Rui Barbosa;Fora do padrão;1787;560
Rua Alferes Poli. 1089 - Centro;110025;-25.445839181373;-49.269014497832;14;;Praça Rui Barbosa;Novo mobiliário;1787;560
Rua Alferes Poli. 1345 - Rebouças;150251;-25.447976012999;-49.26799032206;13;;Praça Rui Barbosa;Novo mobiliário;1787;560
Rua Maria Moscarde Fanini. 49 - Guaíra;150492;-25.466887524737;-49.264160293756;4;;Praça Rui Barbosa;Chapéu chinês;1787;560
Rua Lamenha Lins. 2302 - Centro;150484;-25.456586853654;-49.267558652578;8;;Estação Fanny;Novo mobiliário;776;560
Rua Alferes Poli. 1873 -Centro;150249;-25.452850128684;-49.265678257889;11;;Praça Rui Barbosa;Novo mobiliário;1787;560
Rua Alferes Poli. 2369 - Centro;150499;-25.45701373906;-49.2636880588;9;;Praça Rui Barbosa;Novo mobiliário;1787;560
Rua Lamenha Lins. 3072 - Centro;150488;-25.462287627889;-49.264719534335;6;;Praça Rui Barbosa;Chapéu chinês;1787;560
Estação Fanny;108210;-25.474845554019;-49.258702129474;15;47567;Estação Fanny;Estação tubo;776;560
Rua Lamenha Lins. 1849 - Rebouças;150722;-25.452151111283;-49.269752827223;5;;Estação Fanny;Novo mobiliário;776;560
Rua Lamenha Lins. 2021 - Centro;150483;-25.455338411019;-49.268209088264;7;;Estação Fanny;Novo mobiliário;776;560
Rua Antônio Melilo. 73 - Parolin;150494;-25.471113773761;-49.262206138319;3;;Praça Rui Barbosa;Chapéu chinês;1787;560
Rua Lamenha Lins. 2841 - Centro;150497;-25.460413231495;-49.265614051042;7;;Praça Rui Barbosa;Placa em cano;1787;560
Estação Fanny;108209;-25.474973889693;-49.258533150306;2;14594;Estação Fanny;Estação tubo;10193;560
Rua General Zenon Silva. 66 - Guaíra;150495;-25.471794214528;-49.263193191236;14;;Estação Fanny;Placa em cano;776;560
R. Lamenha Lins. 860 - Centro;110456;-25.44323859475;-49.274087814678;2;;Estação Fanny;Placa em cano;776;560
Rua Lamenha Lins. 1283 - Reboucas;110349;-25.447519099158;-49.272013269232;3;;Estação Fanny;Novo mobiliário;776;560
Rua Antônio Parolim Júnior. 925 - Parolin;150489;-25.464205584671;-49.264160293756;12;;Estação Fanny;Placa em cano;776;560
Rua Maria Moscarde Fanini. 52 - Guaíra;150496;-25.467405743735;-49.264311838565;13;;Estação Fanny;Chapéu chinês;776;560
Rua Alferes Poli. 787 - Rebouças;110024;-25.443478176732;-49.270140950921;15;;Praça Rui Barbosa;Novo mobiliário;1787;560
Rua Alferes Poli. 2503 - Centro;150498;-25.458786474846;-49.262840480751;8;;Praça Rui Barbosa;Novo mobiliário;1787;560
Rua Lamenha Lins. 2840 - Centro;150486;-25.460820079705;-49.265545654712;10;;Estação Fanny;Placa em cano;776;560
Rua Lamenha Lins. 3071 - Centro;150487;-25.462727162352;-49.264636385856;11;;Estação Fanny;Placa em cano;776;560
Rua Alferes Poli. 400 - Rebouças;110026;-25.440705808683;-49.271456482887;16;;Praça Rui Barbosa;Novo mobiliário;1787;560
Rua Alferes Poli. 1640 - Rebouças;150250;-25.450413700988;-49.266826243347;12;;Praça Rui Barbosa;Novo mobiliário;1787;560
Rua Antônio Parolim Júnior. 926 - Parolin;150490;-25.464290342158;-49.264101285157;5;;Praça Rui Barbosa;Placa em cano;1787;560
Rua Alferes Poli. 2147 - Centro;150611;-25.454753539646;-49.26476244968;10;;Praça Rui Barbosa;Novo mobiliário;1787;560
Rua Francisco Derosso. 1935 - Xaxim;150085;-25.507075532468;-49.264079883432;22;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Infante Dom Henrique. 72 - Capão Raso;150221;-25.495831789059;-49.277655860119;29;;Terminal Capão Raso;Novo mobiliário;830;629
Terminal Capão Raso - 629 - Alto Boqueirão;104816;-25.491761422167;-49.293390841431;1;14497;Alto Boqueirão;Plataforma;831;629
Rua Francisco Derosso. 2806 - Xaxim;150090;-25.51289;-49.25887;16;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 3140 - Xaxim;150092;-25.51595;-49.25671;17;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 1830 - Alto Boqueirão;150102;-25.528195796464;-49.249836938658;22;;Alto Boqueirão;Novo mobiliário;831;629
Rua Cidade de Goioerê. 164 - Alto Boqueirão;160016;-25.542491529771;-49.241711078539;34;;Alto Boqueirão;Domus;831;629
Rua Francisco Derosso. 1619 - Xaxim;150083;-25.50404;-49.26487;23;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Francisco Derosso. 2183 - Xaxim;150087;-25.50932;-49.26318;21;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Francisco Derosso. 3480 - Xaxim;150095;-25.517679803608;-49.255520116568;17;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Francisco Derosso. 3651 -Xaxim;150097;-25.51965751816;-49.25518;16;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Francisco Derosso. 1831 - Alto Boqueirão;150103;-25.527795032863;-49.249995480986;13;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Francisco Derosso. 477 - Alto Boqueirão;160007;-25.533384653291;-49.238524139881;7;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Coronel Américo Valger. 257 - Alto Boqueirão;160010;-25.535942925152;-49.238945131283;5;;Terminal Capão Raso;Sem demarcação;830;629
Rua Eduardo Pinto da Rocha. 825 - Alto Boqueirão;160014;-25.538504453294;-49.241729271164;3;;Terminal Capão Raso;Domus;830;629
Rua José Gomes de Abreu. 702 - Capão Raso;150072;-25.496265678061;-49.284287324715;5;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 3490 - Xaxim;150094;-25.518144990516;-49.255514169312;18;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 4170 - Xaxim;150098;-25.52401;-49.25469;20;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 1430 - Alto Boqueirão;160001;-25.5302;-49.24684;24;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 478 - Alto Boqueirão;160431;-25.53351;-49.23856;28;;Alto Boqueirão;Novo mobiliário;831;629
Rua Eduardo Pinto da Rocha. 601 - Alto Boqueirão;160011;-25.53649;-49.24219;31;;Alto Boqueirão;Chapéu chinês;831;629
Rua Eduardo Pinto da Rocha. 1048 - Alto Boqueirão;160433;-25.54036;-49.24173;33;;Alto Boqueirão;Placa em poste;831;629
Rua Clara Polsin. 140 - Novo Mundo;150169;-25.491665473459;-49.288603003058;2;;Alto Boqueirão;Domus;831;629
Rua Francisco Derosso. 1435 - Alto Boqueirão;160002;-25.529877898401;-49.247130233135;11;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Eduardo Pinto da Rocha. 602 - Alto Boqueirão;160012;-25.536359242943;-49.242055480985;4;;Terminal Capão Raso;Domus;830;629
Rua Eduardo Pinto da Rocha. 1121 - Alto Boqueirão;160015;-25.540900958834;-49.241701836805;2;;Terminal Capão Raso;Domus;830;629
Rua Francisco Derosso. 1616 - Xaxim;150082;-25.504317973012;-49.264953148479;12;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 3650 - Xaxim;150096;-25.51957;-49.25534;19;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 2807 - Xaxim;150091;-25.51281;-49.25874;19;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Francisco Derosso. 1183 - Alto Boqueirão;160004;-25.530788028577;-49.244726209822;10;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Cidade de Goioerê. 164 - Alto Boqueirão;160016;-25.542491529771;-49.241711078539;1;;Terminal Capão Raso;Domus;830;629
Av. Brasília. 6105 - Novo Mundo;150106;-25.494404104557;-49.282067958336;30;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Francisco Derosso. 940 - Alto Boqueirão;160153;-25.531519416977;-49.242717434941;9;;Terminal Capão Raso;Chapéu chinês;830;629
Rua Francisco Derosso. 259 - Xaxim;150074;-25.49665548028;-49.272501224537;8;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 686 - Xaxim;150076;-25.49678;-49.2695;9;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 2470 - Xaxim;150088;-25.51072;-49.26129;15;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 4479 - Xaxim;150101;-25.526340891761;-49.25293364418;14;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Pedro Américo. 381 - Novo Mundo;150108;-25.494948420494;-49.291139154597;32;;Terminal Capão Raso;Novo mobiliário;830;629
Av. Brasília. 5847 - Novo Mundo;150107;-25.494590197052;-49.285269174795;31;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Francisco Derosso. 1932 - Xaxim;150084;-25.50725;-49.26422;13;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 2180 - Xaxim;150086;-25.50938;-49.2633;14;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 743 - Alto Boqueirão;160005;-25.531961529028;-49.241815860119;27;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 939 - Alto Boqueirão;160154;-25.531559427571;-49.242979358301;26;;Alto Boqueirão;Chapéu chinês;831;629
Rua Francisco Derosso. 727 - Xaxim;150077;-25.496785843857;-49.268812069941;26;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Francisco Derosso. 4016 - Xaxim;150099;-25.52353;-49.25466;15;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Francisco Derosso. 1621 - Alto Boqueirão;150105;-25.528701593137;-49.248695976686;12;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Maria Trevisan Tortato. 642 - Novo Mundo;150070;-25.492558019642;-49.287391471519;3;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 814 - Xaxim;150078;-25.49792;-49.26805;10;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 1240 - Xaxim;150080;-25.501604208903;-49.265985860119;11;;Alto Boqueirão;Novo mobiliário;831;629
Terminal Capão Raso - 629 - Alto Boqueirão;104816;-25.491761422167;-49.293390841431;33;14497;Terminal Capão Raso;Plataforma;830;629
Rua Francisco Derosso. 261 - Xaxim;150075;-25.496509367943;-49.271682828207;27;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Francisco Derosso. 2473 - Xaxim;150089;-25.510634841416;-49.261160495701;20;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Francisco Derosso. 3142 - Xaxim;150093;-25.515491270245;-49.256904868717;18;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Francisco Derosso. 744 - Alto Boqueirão;160006;-25.531981341008;-49.241276705522;8;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Bôrtolo Gusso. 24 - Capão Raso;150071;-25.495989684013;-49.286990991402;4;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 4470 - Xaxim;150100;-25.526525350481;-49.252868804894;21;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 1620 - Alto Boqueirão;150104;-25.528980637297;-49.248502944775;23;;Alto Boqueirão;Novo mobiliário;831;629
Rua Nelso José Lautart. 88 - Alto Boqueirão;160008;-25.535436436268;-49.23700682209;29;;Alto Boqueirão;Chapéu chinês;831;629
Rua Eduardo Pinto da Rocha. 824 - Alto Boqueirão;160013;-25.538330706356;-49.241851457672;32;;Alto Boqueirão;Chapéu chinês;831;629
Estação Xaxim;108205;-25.496691179013;-49.276145875802;28;14586;Terminal Capão Raso;Estação tubo;830;629
Rua Francisco Derosso. 901 - Xaxim;150079;-25.49804;-49.26781;25;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Francisco Derosso. 1253 - Xaxim;150081;-25.501363053737;-49.26599317791;24;;Terminal Capão Raso;Novo mobiliário;830;629
Rua Nelso José Lautart. 89 - Alto Boqueirão;160009;-25.53554714131;-49.236905014715;6;;Terminal Capão Raso;Domus;830;629
Estação Xaxim;108206;-25.496640338232;-49.27637118136;7;14586;Alto Boqueirão;Estação tubo;831;629
Rua José Gomes de Abreu. 281 - Capão Raso;150073;-25.49597;-49.28082;6;;Alto Boqueirão;Novo mobiliário;831;629
Rua Francisco Derosso. 1180 - Alto Boqueirão;160003;-25.53098;-49.24467;25;;Alto Boqueirão;Placa em poste;831;629
Rua Coronel Américo Valger. 258 - Alto Boqueirão;160432;-25.535862234443;-49.23895317791;30;;Alto Boqueirão;Placa em poste;831;629
Rua Leonardo Novicki. 8 - Cajuru;140375;-25.467723882337;-49.19849188643;6;;Agrícola (Circular);Chapéu chinês;638;334
Rua Amador Bueno. 1238 - Cajuru;140398;-25.46588;-49.20073;21;;Agrícola (Circular);Domus;638;334
Rua Luís Visinoni. 1351 - Cajuru;140401;-25.464541339868;-49.196342215939;8;;Agrícola (Circular);Chapéu chinês;638;334
Rua Leonardo Novicki. 863 - Cajuru;140403;-25.460458287857;-49.196597055225;10;;Agrícola (Circular);Chapéu chinês;638;334
Rua Benedito Mário da Silva. 153 - Cajuru;140377;-25.466542081746;-49.195724046974;18;;Agrícola (Circular);Chapéu chinês;638;334
Terminal Centenário - 334 - Agricola;105106;-25.469209971689;-49.208329946941;1;14483;Agrícola (Circular);Plataforma;638;334
Terminal Centenário - 334 - Agricola;105106;-25.469209971689;-49.208329946941;24;14483;Agrícola (Circular);Plataforma;638;334
Rua Fernando Zibarth. 1609 - Cajuru;140407;-25.463286096739;-49.193789504299;14;;Agrícola (Circular);Chapéu chinês;638;334
Rua Amador Bueno. 1238 - Cajuru;140397;-25.465991447122;-49.200700262566;4;;Agrícola (Circular);Domus;638;334
Rua Luís Visinoni. 1455 - Cajuru;140400;-25.46656;-49.19705;7;;Agrícola (Circular);Chapéu chinês;638;334
Rua Santa Lúcia. 1051 - Cajuru;140405;-25.45895;-49.19418;12;;Agrícola (Circular);Chapéu chinês;638;334
Rua Tunísia. 528 - Cajuru;140687;-25.467305112928;-49.200166938658;5;;Agrícola (Circular);Placa em cano;638;334
Rua Leonardo Novicki. 1117 - Cajuru;140402;-25.46248;-49.19627;9;;Agrícola (Circular);Chapéu chinês;638;334
Rua Sebastião Marcos Luis. Cajuru;140404;-25.45921;-49.19618;11;;Agrícola (Circular);Chapéu chinês;638;334
Rua Benedito Mário da Silva. 497 - Cajuru;140409;-25.465540713767;-49.192452915344;16;;Agrícola (Circular);Chapéu chinês;638;334
Rua Amador Bueno. 797 - Cajuru;140394;-25.467018360599;-49.205428679128;23;;Agrícola (Circular);Domus;638;334
Rua Amador Bueno. 996 - Cajuru;140395;-25.46656605399;-49.203063265047;3;;Agrícola (Circular);Domus;638;334
Rua Santa Lúcia. 1258 - Cajuru;140406;-25.460814300647;-49.193302186508;13;;Agrícola (Circular);Chapéu chinês;638;334
Rua Santa Lúcia. 1878 - Cajuru;140408;-25.46497;-49.19221;15;;Agrícola (Circular);Chapéu chinês;638;334
Rua Leonardo Novicki. 8 - Cajuru;140376;-25.467446676849;-49.198470669002;19;;Agrícola (Circular);Chapéu chinês;638;334
Rua Tunísia. 528- Cajuru;140399;-25.467224661206;-49.200045976687;20;;Agrícola (Circular);Chapéu chinês;638;334
Rua Benedito Mário da Silva. 419 - Cajuru;140410;-25.465896724608;-49.193527317791;17;;Agrícola (Circular);Chapéu chinês;638;334
Rua Amador Bueno. 996 - Cajuru;140396;-25.466439773669;-49.203044023314;22;;Agrícola (Circular);Domus;638;334
Rua Amador Bueno. 797 - Cajuru;140685;-25.467141861457;-49.205399968133;2;;Agrícola (Circular);Placa em cano;638;334
Praça Tiradentes - 182 - Abranches;101021;-25.42848121089;-49.271081567949;40;;Praça Tiradentes;Novo mobiliário;8660;182
R. Nilo Peçanha. 1571 - Bom Retiro;120058;-25.406519777418;-49.276052050075;31;;Praça Tiradentes;Novo mobiliário;8660;182
R. Mateus Leme. 1090 - São Francisco;110083;-25.418497032938;-49.271279322996;36;;Praça Tiradentes;Novo mobiliário;8660;182
Av. Cândido de Abreu. 501 - Centro Cívico;110121;-25.419969941954;-49.269177812233;37;;Praça Tiradentes;Novo mobiliário;8660;182
Rodovia dos Minérios. 701 - Abranches;120279;-25.373998189322;-49.274369717055;12;;Praça Tiradentes;Chapéu chinês;8660;182
Rua José Bajerski. 102 - Abranches;120280;-25.371327788878;-49.274182201571;11;;Praça Tiradentes;Domus;8660;182
R. Mateus Leme. 1016 - São Francisco;110084;-25.417706063681;-49.271222834452;5;;Terminal Barreirinha;Novo mobiliário;8661;182
Rua Mateus Leme. 5802 - Abranches;120504;-25.380735486422;-49.272564158982;21;;Terminal Barreirinha;Novo mobiliário;8661;182
Rua José Bajerski. 101 - Abranches;120281;-25.371156931338;-49.273939461655;28;;Terminal Barreirinha;Domus;8661;182
Rua Heitor S de França. 93 - Centro Cívico;110126;-25.423318109898;-49.268572186508;2;;Terminal Barreirinha;Novo mobiliário;8661;182
R. Mateus Leme. 4360 - São Lourenço;120513;-25.388946629633;-49.26759396781;23;;Praça Tiradentes;Novo mobiliário;8660;182
Rua Mateus Leme. 4671 - Abranches;120511;-25.387223753443;-49.267575192347;22;;Praça Tiradentes;Novo mobiliário;8660;182
Rua Guilherme de Souza Valente. 1 - Abranches;120405;-25.370140263389;-49.269586236423;7;;Praça Tiradentes;Chapéu chinês;8660;182
Rua Prof. Leonardo Cobbe. 91 - Barreirinha;120240;-25.371052720237;-49.262993366665;4;;Praça Tiradentes;Chapéu chinês;8660;182
Praça Tiradentes - 182 - Abranches;101021;-25.42848121089;-49.271081567949;1;;Terminal Barreirinha;Novo mobiliário;8661;182
Rua Mateus Leme. 774 - São Francisco;110086;-25.420385698666;-49.270935838087;4;;Terminal Barreirinha;Novo mobiliário;8661;182
R. Mateus Leme. 3380 - São Lourenço;120521;-25.397365591456;-49.271369905419;13;;Terminal Barreirinha;Novo mobiliário;8661;182
Av. Anita Garibaldi. 4419 - Curitiba;120025;-25.374623328939;-49.263250116568;37;;Terminal Barreirinha;Novo mobiliário;8661;182
R. Nilo Peçanha. 897 - São Francisco;120066;-25.412393574301;-49.274343477134;33;;Praça Tiradentes;Novo mobiliário;8660;182
R. Mateus Leme. 4917 - Abranches;120509;-25.384959260638;-49.267953383818;21;;Praça Tiradentes;Novo mobiliário;8660;182
Rua Des. José Carlos Ribeiro Ribas. 1351 - Taboão;120277;-25.375441626209;-49.275094152636;13;;Praça Tiradentes;Domus;8660;182
Av. Anita Garibaldi. 4644 - Barreirinha;120028;-25.372308494636;-49.262506209822;3;;Praça Tiradentes;Novo mobiliário;8660;182
Rua Assis Brasil. 482 - Barreirinha;120238;-25.369620414374;-49.26526787991;5;;Praça Tiradentes;Chapéu chinês;8660;182
R. Mateus Leme. 1290 - São Francisco;120534;-25.415276193047;-49.271283184155;6;;Terminal Barreirinha;Novo mobiliário;8661;182
R. Mateus Leme.  1654 - São Francisco;120532;-25.412732407619;-49.271372587627;7;;Terminal Barreirinha;Novo mobiliário;8661;182
R. Mateus Leme. 3002 - São Lourenço;120522;-25.399998138075;-49.271383316463;12;;Terminal Barreirinha;Novo mobiliário;8661;182
R. Mateus Leme. 5012 - Abranches;120510;-25.384575177121;-49.267779768652;18;;Terminal Barreirinha;Novo mobiliário;8661;182
Rua Mateus Leme. 6072 - Abranches;120316;-25.378482988772;-49.274474562353;23;;Terminal Barreirinha;Chapéu chinês;8661;182
R. Nilo Peçanha. 2771 - Pilarzinho;120355;-25.39626313477;-49.27348995802;26;;Praça Tiradentes;Novo mobiliário;8660;182
R. Nilo Peçanha. 2487 - Pilarzinho;120354;-25.398691109023;-49.273703400944;27;;Praça Tiradentes;Novo mobiliário;8660;182
Av. Cândido de Abreu. 51  - Centro Cívico;103155;-25.423600052884;-49.270048917478;38;;Praça Tiradentes;Novo mobiliário;8660;182
R. Mateus Leme. 5412 - Abranches;120506;-25.381375241408;-49.269472855225;19;;Praça Tiradentes;Novo mobiliário;8660;182
Rua José Bajerski. 421 - Abranches;120282;-25.368189303317;-49.273449958509;10;;Praça Tiradentes;Domus;8660;182
Rua Guilherme de Souza Valente. 231 - Abranches;120287;-25.368501943759;-49.270891131109;8;;Praça Tiradentes;Domus;8660;182
R. Mateus Leme. 3690 - São Lourenço;120516;-25.393073193721;-49.269535274452;15;;Terminal Barreirinha;Novo mobiliário;8661;182
R. Mateus Leme. 5217 - Bom Retiro;120508;-25.383173322499;-49.267976182594;20;;Praça Tiradentes;Novo mobiliário;8660;182
Rua Barão do Serro Azul. 217 - São Francisco;110122;-25.427695151901;-49.271025854244;39;;Praça Tiradentes;Placa em cano;8660;182
Rua Mateus Leme. 6642 - Abranches;120311;-25.377020478564;-49.277146042532;14;;Praça Tiradentes;Chapéu chinês;8660;182
Rua Assis Brasil. 842 - Barreirinha;120235;-25.371324153614;-49.267850847191;6;;Praça Tiradentes;Chapéu chinês;8660;182
R. Mateus Leme. 3573 - Bom Retiro;120518;-25.39561618219;-49.271136553234;14;;Terminal Barreirinha;Novo mobiliário;8661;182
R. Mateus Leme. 5242- Abranches;120507;-25.38218220025;-49.268109009809;19;;Terminal Barreirinha;Novo mobiliário;8661;182
Rua Guilherme de Souza Valente. 340 - Abranches;120286;-25.36863887517;-49.270936728662;31;;Terminal Barreirinha;Domus;8661;182
Av. Anita Garibaldi. 4608 - Barreirinha;120027;-25.37256;-49.26282;36;;Terminal Barreirinha;Novo mobiliário;8661;182
Rua Manoel Aranha. 136 - Abranches;120234;-25.366867270797;-49.27246;30;;Terminal Barreirinha;Domus;8661;182
R. Nilo Peçanha. 2278 - Pilarzinho;120351;-25.400743687539;-49.274865492877;28;;Praça Tiradentes;Novo mobiliário;8660;182
Rua Mateus Leme. 5805 - Abranches;120503;-25.381006898043;-49.272363605557;18;;Praça Tiradentes;Novo mobiliário;8660;182
Terminal Barreirinha - 182 - Abranches;104107;-25.377370979063;-49.262504056448;1;14517;Praça Tiradentes;Plataforma;8660;182
R. Nilo Peçanha. 374 - Bom Retiro;110131;-25.417137631974;-49.274446530094;35;;Praça Tiradentes;Novo mobiliário;8660;182
R. Mateus Leme. 2523 - Bom Retiro;120526;-25.405207333944;-49.271042675919;10;;Terminal Barreirinha;Novo mobiliário;8661;182
R. Mateus Leme. 5411 - Abranches;120505;-25.381245594364;-49.269425974435;20;;Terminal Barreirinha;Novo mobiliário;8661;182
Rua Mateus Leme. 6641 - Abranches;120312;-25.376946564985;-49.277026684231;25;;Terminal Barreirinha;Chapéu chinês;8661;182
Rua Des. José Carlos Ribeiro Ribas. 1352 - Taboão;120276;-25.375496153304;-49.274903715796;26;;Terminal Barreirinha;Domus;8661;182
Rodovia dos Minérios. 708 - Abranches;120278;-25.374355926046;-49.274085642046;27;;Terminal Barreirinha;Chapéu chinês;8661;182
Rua Guilherme de Souza Valente. 30 - Abranches;120404;-25.370257804697;-49.269664020485;32;;Terminal Barreirinha;Chapéu chinês;8661;182
Rua Assis Brasil. 913 - Barreirinha;120236;-25.371221154413;-49.267528982109;33;;Terminal Barreirinha;Chapéu chinês;8661;182
R. Nilo Peçanha. 1993 - Bom Retiro;120537;-25.402691102461;-49.275231032841;29;;Praça Tiradentes;Novo mobiliário;8660;182
R. Nilo Peçanha. 1377 - Bom Retiro;120060;-25.408545550262;-49.276305912747;32;;Praça Tiradentes;Novo mobiliário;8660;182
R. Mateus Leme. 4303 - Bom Retiro;120515;-25.391174700988;-49.267470586195;24;;Praça Tiradentes;Novo mobiliário;8660;182
R. Mateus Leme. 3690 - São Lourenço;120517;-25.393070770648;-49.269644516602;25;;Praça Tiradentes;Novo mobiliário;8660;182
Rua Mateus Leme. 6652 - Abranches;120313;-25.377203444771;-49.27539590115;15;;Praça Tiradentes;Chapéu chinês;8660;182
Av. Anita Garibaldi. 4419 - Curitiba;120026;-25.374158495119;-49.263220612268;2;;Praça Tiradentes;Chapéu chinês;8660;182
R. Mateus Leme. 2252 - Bom Retiro;120528;-25.407071686833;-49.271422208494;9;;Terminal Barreirinha;Novo mobiliário;8661;182
R. Mateus Leme. 2794 - São Lourenço;120524;-25.402803863146;-49.271324307865;11;;Terminal Barreirinha;Novo mobiliário;8661;182
R. Mateus Leme. 1772 - Bom Retiro;120530;-25.410257616302;-49.271434278435;8;;Terminal Barreirinha;Novo mobiliário;8661;182
R. Mateus Leme. 4360 - São Lourenço;120514;-25.390608903185;-49.267388166136;16;;Terminal Barreirinha;Novo mobiliário;8661;182
Rua Mateus Leme. 6010 - São Francisco;120502;-25.380030298023;-49.273572669572;22;;Terminal Barreirinha;Chapéu chinês;8661;182
Rua Assis Brasil. 493 - Barreirinha;120237;-25.369702814833;-49.265220941252;34;;Terminal Barreirinha;Chapéu chinês;8661;182
R. Nilo Peçanha. 600 - Pilarzinho;120065;-25.414571265297;-49.273996296226;34;;Praça Tiradentes;Novo mobiliário;8660;182
R. Nilo Peçanha. 1900 - Pilarzinho;120057;-25.404092287633;-49.275649006075;30;;Praça Tiradentes;Novo mobiliário;8660;182
Rua Mateus Leme. 5922 - Abranches;120501;-25.380140559711;-49.273594797796;17;;Praça Tiradentes;Chapéu chinês;8660;182
Rua Mateus Leme. 6073 - Abranches;120315;-25.378459966793;-49.27456575746;16;;Praça Tiradentes;Chapéu chinês;8660;182
Rua Guilherme de Souza Valente. 577 - Abranches;120285;-25.366552169039;-49.272461564487;9;;Praça Tiradentes;Chapéu chinês;8660;182
Rua Sen. Xavier da Silva. 406 - Centro Cívico;110087;-25.421330479546;-49.270628725155;3;;Terminal Barreirinha;Chapéu chinês;8661;182
Rua Mateus Leme. 4556 - São Lourenço;120512;-25.388396571975;-49.267448515839;17;;Terminal Barreirinha;Novo mobiliário;8661;182
Rua Mateus Leme. 6651 - Abranches;120314;-25.377190116116;-49.275766045993;24;;Terminal Barreirinha;Chapéu chinês;8661;182
Terminal Barreirinha - 182 - Abranches;104107;-25.377370979063;-49.262504056448;38;14517;Terminal Barreirinha;Plataforma;8661;182
Rua José Bajerski. 422 - Abranches;120283;-25.36778093067;-49.27321794743;29;;Terminal Barreirinha;Domus;8661;182
Rua Prof. Leonardo Cobbe. 86 - Barreirinha;120239;-25.37113875499;-49.263049693054;35;;Terminal Barreirinha;Chapéu chinês;8661;182
Rua Des. Westphalen. 1771 - Rebouças;110062;-25.44775367633;-49.265955544974;20;;PUC;Novo mobiliário;8656;175
Rua Des. Westphalen. 1136 - Rebouças;110063;-25.442390370411;-49.268457026428;18;;PUC;Placa em poste;8656;175
R. Des. Benvindo Valente. 285 - São Francisco;110010;-25.419297532554;-49.276072969633;15;;Bom Retiro;Novo mobiliário;8657;175
R. Des. Hugo Simas. 1450 - Bom Retiro;120336;-25.406913634193;-49.282782215939;20;;Bom Retiro;Novo mobiliário;8657;175
