NOME,NUM,LAT,LON
Rua dos Funcionários. 157 - Cabral,120002,-25.402083054858,-49.255968661255
Rua João Bettega. 2709 - Portão,180388,-25.485838765562,-49.318330020851
R. Prof. Francisco Basseti Júnior. 564 - Cascatinha - Santa Felicidade,190952,-25.419148435022,-49.31988671422
Rua Clemente Ritz. 414 - Cidade Industrial,180496,-25.472056547654,-49.347159464502
Terminal Boqueirão - 335 - Centenário / Boqueirão,104307,-25.51672261758,-49.230567872352
Rua Rio Japurá. 174 - Atuba,130493,-25.390939658968,-49.204326749987
Rua Isaac Ferreira da Cruz. 6019 - Pinheirinho,160037,-25.528187134998,-49.291405597553
Rua Epaminondas Santos. 2998 - Bairro Alto,130376,-25.42217200427,-49.199223847336
Rua José Ursulino Filho. 439 - Santa Candida,120440,-25.361475340591,-49.232288640876
Av. Juscelino Kubitscheck de Oliveira. 442 - Cidade Industrial,190373,-25.439192355226,-49.365381711016
Rua Alberto Otto. 821 - Cachoeira,120455,-25.354820132485,-49.247423421496
Rua Velci Bolívar Grandó. 305 - Uberaba,140077,-25.495813947483,-49.208614519014
Terminal Pinheirinho - 646 - Pompéia / Janaína,105721,-25.512955416946,-49.294999854002
Rua Cruzeiro do Sul. 579 - Sítio Cercado,160239,-25.541508307209,-49.279355463095
R. Padre Agostinho. 1380 - Bigorrilho,190173,-25.429076024657,-49.293428775463
Rua Salomão Elias Feder. 1250 - Uberaba,140802,-25.49125851683,-49.227903367227
Rua Celeste Tortato Gabardo. 538 - Sítio Cercado,160234,-25.543025691031,-49.276305791445
Rua Eng. Alberto M. de Carvalho. 1137 - Capão da Imbuia,130257,-25.437622767537,-49.207623527613
R. Gardênio Scorzato. 592 - Pilarzinho,190625,-25.400765440649,-49.294860845404
Rua Prof. Iolanda Romeu. 472 - Passaúna - Campo Magro - PR,660094,-25.386737902761,-49.361274869389
Av. São José. 239 - Cristo Rei,130134,-25.435330655522,-49.246068658896
Rua Francisca Beralde Paolini - Campo de Santana,170584,-25.61731,-49.35114
Rua Bernardino Iatauro. 545 - Orleans,190284,-25.427151326886,-49.358721406406
Rua Eduardo Carlos Pereira. 3709 - Portão,150568,-25.478176609573,-49.289502979464
Rua São José dos Pinhais. 121 - Sítio Cercado,160099,-25.53638,-49.26973
Rua Carlos Chagas. 798 - São Braz,190791,-25.417465016887,-49.344178469128
Rua Ângelo Zamir Biasi. 251 - Atuba,130063,-25.38423,-49.21164
Rua Desembargador Isaías Bevilacqua. 494 - Mercês,110080,-25.424680465189,-49.286855639166
Av. Manoel Ribas. 1821 - Mercês,190496,-25.415972759243,-49.296807395275
R. Padre Germano Mayer. 1805 - Hugo Lange,130939,-25.419005504521,-49.248157739639
Rua Pelegrino Azzolin. 254 - Ganchinho,160481,-25.55757,-49.2479
R. Cap. Leônidas Marques. 1748 - Uberaba,140311,-25.47942,-49.21539
Rua Eunice Betini Bartoszeck. 1174 - Uberaba,140762,-25.483261006821,-49.202540501471
Terminal Cabral - 211 - Colina Verde,104407,-25.406505040492,-49.252454393508
Rua Eugênio Flor. 1508 - Abranches,120267,-25.373025445354,-49.281544865316
Estrada Velha do Barigui. 3240 - Cidade Industrial,180959,-25.505641742178,-49.349643811584
Rua Cel. Joaquim Antônio de Azevedo. 72 - Sítio Cercado,160308,-25.53379500773,-49.253844351715
Av. Manoel Ribas. 6780 - Santa Felicidade,190304,-25.399041075309,-49.339095683044
Rua Domingos Benato. 369 - Butiatuvinha,190396,-25.404245409086,-49.36020420902
Rua Artur Martins Franco. 2408 - Cidade Industrial,180163,-25.501873354439,-49.334922165817
Rua Francisca Beralde Paolini - Campo de Santana,170587,-25.616780038092,-49.353469641155
Rua Doutor Reinaldo Machado. 1332 - Prado Velho,140776,-25.454731908372,-49.25614568705
Rua Fernando de Noronha. 2494 - Santa Candida,120917,-25.369774153665,-49.248473451992
Rua Des. Ernani Almeida de Abreu. 831 - Tatuquara,170643,-25.560428473789,-49.336608946323
Rua Izaac Ferreira da Cruz. 3501 - Sítio Cercado,160054,-25.534838590593,-49.269046783447
Rua Senador Salgado Filho. 4201 - Uberaba,140057,-25.47972,-49.22531
Terminal Santa Cândida - 231 - Banestado / Califórnia,105909,-25.37688384829,-49.223778514052
Estrada Delegado Bruno de Almeida. 3345 - Campo de Santana,170560,-25.59767669463,-49.323745400852
Rua Artur Müller. 411 - Xaxim,150806,-25.52158496139,-49.267835335608
Rua Victor Benato. 2-390 - Pilarzinho,120546,-25.398572231469,-49.283366307345
Rua Ernesto Germano Fco. Hannemann. 204 - Tatuquara,170436,-25.55857012733,-49.329340159893
Rua Wiegando Olsen.724 - Cidade Industrial,170351,-25.544298575353,-49.315810920529
Terminal Cabral - 207 - Cabral / Osório,104914,-25.406341282294,-49.252450579135
Rua Antônio Meireles Sobrinho. 431 - Cajuru,140955,-25.443610055489,-49.224743315821
Estrada Delegado Bruno de Almeida. 22 - Caximba,170408,-25.62531699832,-49.348295331001
Rua Mateus Leme. 5922 - Abranches,120501,-25.380140559711,-49.273594797796
Rua Dom José Marello. 18 - Xaxim,150405,-25.498903231799,-49.267128769552
Rua Manoel Celestino Boaventura. 402 - São Braz,190060,-25.41361,-49.35461
Rua Coronel Amazonas Marcondes. 1131 - Cabral,120726,-25.39939,-49.25309
Rua Ângelo Gai. 1568 - Umbara,160390,-25.58528256057,-49.295448095745
R. Cel. João Guilherme Guimarães. 178 - Mercês,110204,-25.420448788738,-49.28440842576
Rua João Miqueletto. 454 - Alto Boqueirão,160171,-25.54886,-49.23971
Rua Izidoro Chanoski. 1 - Vista Alegre,190519,-25.413863801349,-49.298042561832
Av. Manoel Ribas. 5500 - Santa Felicidade,190698,-25.406814605103,-49.325461685658
Rua Padre Agostinho. 1946 - São Francisco,190156,-25.43077716195,-49.297664941496
Rua Justo Manfron. 2789 - Lamenha Pequena,190644,-25.363689031339,-49.328056263783
R. Alexandre Von Humboldt. 246 - Pilarzinho,120553,-25.393647149496,-49.2869340675
Av. Nossa Senhora Aparecida. 334 - Seminário,180470,-25.449309300026,-49.302755774206
Rodovia BR476 - Pista Lateral. 20227 - Pinheirinho,160076,-25.52887878983,-49.298525743551
Rua Bororós. 193 - Vila Izabel,180465,-25.456020317137,-49.293000580019
Rua Antônio Gasparin. 5452 - Novo Mundo,170170,-25.493928736722,-49.295499154596
Rua Alberto Foloni. 2 - Juveve,120647,-25.414071965192,-49.263602228111
R. Brasilino Moura. 602 - Ahú,120051,-25.4011,-49.26497
Rua Imaculada Conceição. 1174 - Prado Velho,140271,-25.451121172419,-49.25283524785
Rua São José da Boa Vista. 207 - São Braz,190066,-25.411792397208,-49.359248542328
BR-277 - Cajuru,140970,-25.474216406758,-49.209291518873
Av. Anita Garibaldi. 3436 - São Lourenço,120019,-25.38376,-49.26163
Rua Isaac Ferreira da Cruz. 2156 - Sítio Cercado,160021,-25.533043189797,-49.263824489584
Rua Padre João Kominek. 377 - Cidade Industrial,190732,-25.438129028209,-49.358106219063
Alameda Doutor Carlos de Carvalho. 1731 - Centro,180248,-25.437370951001,-49.291116328186
Rua Carlos Dietzsch. 892 -Portão,180031,-25.469612152357,-49.303897667494
Rua Itatiaia. 1220 - Portão,170032,-25.477999952539,-49.304556588955
Av. Sete de Setembro. 3959 - Centro,110441,-25.441762023574,-49.277042448521
Rua Olívio Domingos Leonardi. 878 - Sítio Cercado,160092,-25.55049,-49.26102
Rua Deputado Tenório Cavalcante. 329 - Uberaba,140089,-25.48136,-49.20438
Praça Gen. Osório. 389 - Centro,103505,-25.433122323438,-49.276558638757
Rua das Acácias. 203 - Barreirinha,120907,-25.375125429924,-49.254885717227
R. João Bettega. 1240 - Portão,170018,-25.476222421401,-49.306137201223
Rua das Carmelitas. 1050 - Hauer,140004,-25.483014576724,-49.239776093254
Rua Otávio Schiavon. 366 - Capão da Imbuia,130750,-25.435722644094,-49.222341806835
Rua Thomas Edison. 251 - Prado Velho,140723,-25.457658659116,-49.253818870729
Rua Pastor Manoel Virgínio de Souza. 1082 - Capão da Imbuia,130253,-25.433486917715,-49.209157408422
Rua Prof. Raul Pinheiro Machado. 57 - Bacacheri,130082,-25.409139097623,-49.224295860119
Rua José Vale. 1610 - Santa Felicidade,190406,-25.397776287047,-49.317050607151
R. Carlos Dietzsch. 465 - Portão,180103,-25.471756949475,-49.298972054939
Rua Natal. 1059 - Cajuru,140368,-25.45407,-49.20905
Rua Velci Bolívar Grandó. 384 - Uberaba,140644,-25.49784,-49.20965
Rua José Casagrande 815 - Curitiba - PR,190527,-25.408060145075,-49.303880960888
Rua Desembargador Joaquim de Oliveira Sobrinho. 79- Jardim das Américas,140569,-25.46134575516,-49.227020920462
Rua Cidade de Goioerê. 164 - Alto Boqueirão,160016,-25.542491529771,-49.241711078539
Terminal Santa Felicidade - 918 - Veneza,106016,-25.400716478181,-49.330594633153
Rua Pedro Nico. 4- Mossunguê,190147,-25.436521589724,-49.336366938658
Rua Carmelina Cavassim. 1468 - Barreirinha,120412,-25.3657229524,-49.263027940247
Rua Professor João Doetzer. 143 - Jardim das Américas,140455,-25.460167574726,-49.22379679981
BR-116. 26820-27220 - Campo de Santana,171031,-25.585841836874,-49.314383542578
Rua José Rodrigues Pinheiro - Cidade Industrial,170449,-25.518377811594,-49.321508158588
BR-277 - Cajuru,140971,-25.474003319693,-49.20905548448
Rua Guacui. 110 - Sítio Cercado,160183,-25.55239,-49.25197
Rua Itupava. 555 - Alto da Glória,130418,-25.42235836282,-49.255119742102
Rua Francisco Derosso. 1831 - Alto Boqueirão,150103,-25.527795032863,-49.249995480986
Rua José Culpi. 2 - Butiatuvinha,190320,-25.39299,-49.35259
Rua Reinaldo Richter. 232 - Campo Comprido,180784,-25.457687513285,-49.32375172422
Rua Maestro Francisco Antonelo. 1071 - Fanny,150164,-25.480287292701,-49.268334985918
Rua Alberico Flores Bueno. 481 - Atuba,130184,-25.398714229601,-49.207538046627
Rua Henrique Corrêa. 1319 -  Bairro Alto,130511,-25.405687909385,-49.200813294477
Rua Rio do Sul. 256 - Campo Comprido,180733,-25.471450310611,-49.331065998907
Rua Guilherme de Souza Valente. 577 - Abranches,120285,-25.366552169039,-49.272461564487
Rua David Bodziak. 536 - Cachoeira,120567,-25.353642146074,-49.257714779324
Estrada do Ganchinho. 683 - Umbará,160416,-25.548122706513,-49.288093478626
Av. Pres. Getúlio Vargas. 767 - Rebouças,110424,-25.443180689821,-49.26703288702
Alameda Nsa. Sra. do Sagrado Coração. 346 - Pinheirinho,160319,-25.530292386736,-49.294841916508
Rua José de Oliveira Franco. 2261 - Bairro Alto,130196,-25.41853371709,-49.203372099371
Rua Jerônimo Durski. 998 - Batel,180053,-25.43743,-49.30345
Rua Comendador Zake Sabag.  414 - Atuba,130059,-25.37894,-49.21677
Rua João Batista Zagonel Passos. 619 - Xaxim,150803,-25.521597289783,-49.261592724821
Rua Delegado Leopoldo Belczak. 2513 - Cristo Rei,130870,-25.442461849926,-49.210303108664
Rua Monteiro Tourinho. 69 - Tingui,130093,-25.387029112927,-49.219086938658
Rua Dep. Heitor Alencar Furtado. 432-600 - Campina do Siqueira,180532,-25.437959274636,-49.314237982035
Terminal Boqueirão - 535 - Osternack / Boqueirão,104310,-25.517281210287,-49.230275569277
Rua das Carmelitas. 1230 - Hauer,140006,-25.48513667852,-49.238770414566
Rua Delourdes Loiola de Paula. 77 - Uberaba,140761,-25.481661148871,-49.201556130762
Av. Pres. Affonso Camargo. 180 - Jardim Botânico,110427,-25.43585196716,-49.257612526417
Alameda Doutor Carlos de Carvalho. 805 - Centro,110114,-25.433995591501,-49.282597632355
Rua Clemente Ritz. 415- Cidade Industrial,180746,-25.472150985542,-49.347081680441
Av. Anita Garibaldi. 1897 - Ahú,120006,-25.395158054012,-49.257438511795
Av. Manoel Ribas. 8150 - Butiatuvinha,190488,-25.392887828484,-49.350819618649
Av. Manoel Ribas. 6504 - Santa Felicidade,190302,-25.399979966068,-49.336693764872
Rua João Lunardeli. 1352  - Cidade Industrial,170662,-25.547571901052,-49.319348931312
Rua Lilian Júlia de Oliveira. 23 - Pilarzinho,120716,-25.382329755401,-49.300468862057
Rua Des. Cid. Campelo. 3690 - Cidade Industrial,170125,-25.515064030325,-49.328661889977
Av. Pres. Affonso Camargo. 306 - Jardim Botânico,140217,-25.435853443702,-49.257311106867
Rua Orlando Luís Lamarca. 1087 - Cidade Industrial,170613,-25.510331137563,-49.325193379806
Rua Frei Valentim Hela. 2 - Vista Alegre,190538,-25.399959334257,-49.299991757816
Av. Pres. Wenceslau Braz. 948 - Parolin,150683,-25.472328524725,-49.264626542258
Rua Teodoro Makiolka. 1731 - Santa Candida,120486,-25.367223505838,-49.238435060925
Rua João Negrão. 2222 - Centro,140466,-25.448493095029,-49.258259370442
Rua Justo Manfron. 494 - Santa Felicidade,190428,-25.37927181683,-49.315441620142
Rua Harry Blas Gom. 1-131 - Seminário,180898,-25.45153383416,-49.308306605763
Rua Tabajaras. 269 - Vila Izabel,180624,-25.457042315785,-49.297042669004
Estrada da Caximba. 7966 - Caximba,170582,-25.619014770158,-49.347300560421
Rua Benjamin Constant. 316 - Centro,110077,-25.429388548952,-49.261842698997
Terminal Pinheirinho - 644 - Pinheirinho / CIC,105730,-25.512225947186,-49.295022449074
Rua Mal. Althayr Roszanniy. 423 - Capão Raso,150354,-25.50336,-49.28962
Rua Eduardo Sprada. 1408 - Campo Comprido,180721,-25.449305743087,-49.326074223307
Rua Edvino Antônio Deboni. 20 - Fazendinha,180830,-25.478492596903,-49.319455207533
Rodovia BR476 - Pista Lateral. 18288 - Capão Raso,150279,-25.51244,-49.28931
Rua Via Veneto. 504 - Santa Felicidade,190237,-25.404922651143,-49.324508489317
Rua do Herval. 1 - Alto da Rua XV,140203,-25.432068069841,-49.255042628592
Rua Emílio Romani. 1321 - Cidade Industrial,170338,-25.534741557164,-49.332759891438
Terminal Boa Vista - 342 - Bairro Alto / Boa Vista,104203,-25.393374230673,-49.240916705523
Rodovia Mauro Bernardo Camargo. 154 - Santa Candida,130664,-25.373148046372,-49.221744761456
Terminal Pinheirinho -  617 - Jardim Ludovica,105740,-25.512805675291,-49.295301631947
Rua Orlando Luís Lamarca. 872 - Cidade Industrial,170611,-25.508556110233,-49.324595716429
Rua Francisco Derosso. 940 - Alto Boqueirão,160153,-25.531519416977,-49.242717434941
Av. Fredolin Wolf. 5250 - Pilarzinho,190462,-25.39100017913,-49.332782645156
Rua Pedro Gusso. 3167 - Cidade Industrial,170319,-25.50723,-49.32196
Rua Paulo Betes. 105 - Novo Mundo,150069,-25.479245315346,-49.285788119978
Rua Eduardo Pinto da Rocha. 54  - Alto Boqueirão,160203,-25.53176085025,-49.244026419418
Rua Izaac Ferreira da Cruz. 3770 - Sítio Cercado,160046,-25.534082269517,-49.266341775656
Rua Lotário Boutin. 19 - Pinheirinho,150847,-25.510403983609,-49.287983179092
Rua Nilo Peçanha. 3942 - Pilarzinho,120689,-25.387498233427,-49.275078417242
Rua José Giraide. 272 - Cajuru,140744,-25.447727760832,-49.20953157658
Rua Nicola Pellanda. 7651 - Umbará,160287,-25.588839942684,-49.275228263086
R. Dep. João Ferreira Neves. 4 - Vista Alegre,190840,-25.408933322657,-49.29679825902
Av. Pres. Getúlio Vargas. 3355 - Água Verde,180534,-25.452466133913,-49.291257144159
Rua Arnaldo Pisseti. 396 - Bairro Alto,130355,-25.416341763468,-49.21066889203
Rua Tijucas do Sul. 1458 - Sítio Cercado,160083,-25.543440820981,-49.268539271164
Rua Des. Westphalen. 1136 - Rebouças,110063,-25.442390370411,-49.268457026428
Rua David Tows. 1120 - Xaxim,150802,-25.522676822107,-49.261109927198
Rua Nair Ferraz Cazelato. 210 - Alto Boqueirão,160503,-25.528218854,-49.229416705523
Avenida Frederico Lambertuci. 149 - Fazendinha,180144,-25.481216591174,-49.324571521229
Rua Maestro Francisco Antonelo. 738 - Fanny,150287,-25.477781200873,-49.26611009354
Rua Trinta e Um de Março. 464 -Pinheirinho,170254,-25.52547708028,-49.301476360506
Nestor de Castro,110125,-25.428276647543,-49.27255059526
Rua Sen. Xavier da Silva. 406 - Centro Cívico,110087,-25.421330479546,-49.270628725155
Terminal Cabral - 216 - Cabral / Portão,104404,-25.406417371249,-49.252209977212
Rua Senador Salgado Filho. 6848 -  Uberaba,140073,-25.49904,-49.21326
Av. Sete de Setembro. 4342 - Batel,180050,-25.443309732235,-49.281608909369
Rua Pedro Colere. 558 - Vila Izabel,180459,-25.461470472691,-49.299107969945
Rua André Ferreira Barbosa. 8391 - Pinheirinho,150272,-25.519428276483,-49.294448658895
Rua Justo Manfron. 493 - Santa Felicidade,190818,-25.37932138522,-49.315545293888
Estrada Guilherme Weigert. 141 - Santa Candida,120434,-25.370756050422,-49.228017361111
Av. Juscelino Kubitschek de Oliveira. 8110 - Cidade Industrial,180206,-25.502602793046,-49.341131953373
Estação Vila São Pedro,108204,-25.506738808136,-49.284472793689
Rua Dr. Bley Zorning. 2893 - Boqueirão,140483,-25.51249,-49.22763
Rua David Geronasso. 947 - Boa Vista,120650,-25.387859663142,-49.247311553459
Rua Helena Grodzki. 386 - Umbará,160421,-25.550639429841,-49.281772853083
Av. Juscelino Kubitschek de Oliveira. 3145 - Cidade Industrial,180182,-25.458966054372,-49.359097930059
Av. Anita Garibaldi. 1000 - Cachoeira,120116,-25.356323947612,-49.263579387732
Rua Ernesto Germano Fco. Hannemann. 951 - Tatuquara,170439,-25.558255560624,-49.335031807423
R. Sebastião Marcos Luiz. 176 - Cajuru,140251,-25.464711296949,-49.214464256449
Rua Deputado Nilson Ribas. 161 - Seminário,180822,-25.440054648854,-49.313327701038
Av. Juscelino Kubitschek de Oliveira. 4543 - Cidade Industrial,180190,-25.47404,-49.35181
Rua Barão de Santo Ângelo. 1462 - Xaxim,150353,-25.515336746521,-49.272927201223
Av. Pres. Arthur da S Bernardes. 216 - Santa Quitéria,180117,-25.45441,-49.30424
Av. Rep. Argentina. 2069 - Água Verde,150567,-25.464738244862,-49.291246086359
BR-277 - Jardim das Américas,140968,-25.468856425955,-49.213611216492
Rua Marcílio Dias. 1386 - Bairro Alto,130538,-25.405420542752,-49.195860357231
Rua Joaquim Amaral. 392 - Jardim das Américas,140995,-25.465842164219,-49.232391373462
Rua Semíramis de Macedo Seiler. 1 - Cidade Industrial,190372,-25.439710693466,-49.368780069838
Rua Hildebrando de Araújo. 209 - Jardim Botanico,130842,-25.438044212076,-49.248860807365
Rua Amauri Mauad Guérios. 321 - Uberaba,140629,-25.494724156832,-49.208726417649
Rua Carlota Straube de Araújo. 1736 - Boa Vista,120572,-25.383632652132,-49.246755665183
Rua Antônio Pastre. 188 - Cidade Industrial,180318,-25.499512968733,-49.344573671485
R. Maria Benato Volpi. 87 - Butiatuvinha,190965,-25.400158407884,-49.354131817818
Rua Henrique Mehl. 542 - Uberaba,140315,-25.482958704485,-49.218110622114
Rua Paul Garfunkel. 571 - Cidade Industrial,170687,-25.531973115344,-49.329311428242
Terminal Santa Cândida - 030 - Interbairros III,105907,-25.377202088851,-49.223770788851
R. Dom Alberto Gonçalves. 951 - Bom Retiro,120109,-25.413472422663,-49.281147930059
Rua Luís Ronaldo Canale. 213 - Campo Comprido,180272,-25.461882795485,-49.33228698748
Rua Eduardo Pinto da Rocha. 602 - Alto Boqueirão,160012,-25.536359242943,-49.242055480985
Rua Des. Cid. Campelo. 3829 -Cidade Industrial,170126,-25.515244366284,-49.328156293577
Alameda Augusto Stellfeld. 285 - São Francisco,110013,-25.429152243676,-49.276481034584
Rua Alda Bassete Bertolde. 956 - Campo de Santana,170395,-25.593128716475,-49.331810474396
Rua Deputado Vidal Vanhoni. 1194 - Tatuquara,170638,-25.563300627036,-49.332746565342
R. Carlos Klemtz. 951 - Fazendinha,180005,-25.475752608398,-49.318800204859
Rua Lamenha Lins. 3071 - Centro,150487,-25.462727162352,-49.264636385856
Rua Domingos Antônio Moro. 886 - Pilarzinho,120611,-25.382738511007,-49.287888289636
Rua Orestes Códega. 1425 - Pinheirinho,170205,-25.51841698466,-49.308780903692
Rua Professor Brandão. 1008 - Alto da Rua XV,130403,-25.424655029585,-49.245660932011
Terminal Caiuá - 714 - Vila Marisa / 721 - Mário Jorge,105002,-25.483741908752,-49.350296164418
Rua José Isidóro Biazeto. 653 - Mossunguê,190142,-25.43673,-49.34088
Rua Paulo Setúbal. 2709 - Hauer,150041,-25.501142682146,-49.250144052744
Av. Manoel Ribas. 5370 - Santa Felicidade,190720,-25.405013515683,-49.32716924066
Av. Silva Jardim. 3776 - Água Verde,140214,-25.438425807142,-49.263713539785
Rua Cristiano Strobel. 1537 - Xaxim,150410,-25.508078112581,-49.254286702523
Rua José de Oliveira Franco. 2581 - Bairro Alto,130198,-25.420799690065,-49.202300961971
Rua Celeste Tortato Gabardo. 228 - Sítio Cercado,160435,-25.541841292163,-49.273673593998
R. Des. Westphalen. 922 - Centro,110060,-25.440644903696,-49.269306466922
Av. Manoel Ribas. 4232 - Cascatinha,190691,-25.413097028411,-49.315952242559
Rua Francisco Derosso. 901 - Xaxim,150079,-25.49804,-49.26781
Rua Paula Prevedello Gusso. 261 - Boa Vista,120636,-25.383592249062,-49.259529293721
Av. Fredolin Wolf. 438 - São João,120321,-25.383567899837,-49.291065976686
Rodovia BR476 - Atuba,130490,-25.389711132922,-49.206190885252
Rua Professor Ulisses Vieira. 696 - Vila Izabel,180540,-25.460672520438,-49.297683716959
Rua Padre Francisco Chilaszek. 183 - Cidade Industrial,190345,-25.43539558072,-49.353158884535
Av. Juscelino Kubitschek de Oliveira - Cidade Industrial,170029,-25.519768851102,-49.334224635582
Rua Arnaldo Thá. 1030 - Fazendinha,180523,-25.484622823125,-49.333458740854
Rua Augusto Zibarth. 949 - Uberaba,140507,-25.488016251595,-49.213993921904
Rua Saldanha Marinho. 917 - Centro,110194,-25.431908753005,-49.280559153503
Rua Evaristo F. F. da Costa. 407I - Centro Politécnico,140962,-25.4500028,-49.2312375
Terminal Pinheirinho - 636 - Rio Negro,105735,-25.512107896609,-49.295147580357
Av. Vicente Machado. 2922 - Seminário,181018,-25.444502013583,-49.303788122674
R. Victor Benato. 740 - Pilarzinho,120551,-25.397039409924,-49.287550660275
Rua Darci Vargas. 201 - Cidade Industrial,180482,-25.484693615205,-49.345157195473
Rua Francisco Claudino Ferreira 1 - Sítio Cercado,150605,-25.533265212797,-49.274543885874
Rua Paulo Ildefonso Assumpção. 517 - Bacacheri,130080,-25.41052,-49.22672
Rua Antônio Simm. 692 - Capão da Imbuia,130742,-25.43394109084,-49.229539514726
Rua Engenheiros Rebouças. 1296 - Rebouças,110173,-25.440844952082,-49.257091165728
Rua Arnaldo Thá. 279 - Fazendinha,180528,-25.480609563754,-49.328154672527
Rua Alberto Foloni. 1134 - Juveve,120985,-25.405032713974,-49.263894588894
R. Lamenha Lins. 860 - Centro,110456,-25.44323859475,-49.274087814678
Rua Padre Gaston. 458 - Cidade Industrial,170084,-25.515147541642,-49.320860405111
Rua Teodoro Makiolka. 1194-1232 - Santa Candida,120490,-25.370508639891,-49.234435887283
Rua Vital Brasil. 374 - Portão,180630,-25.463524055368,-49.295500398821
Rua Leonardo Novicki. 8 - Cajuru,140375,-25.467723882337,-49.19849188643
Rua Eduardo Pinto da Rocha. 2970 - Sitio Cercado,160749,-25.553376899426,-49.251080629128
Rua Chanceler Oswaldo Aranha. 871 -Hauer,150258,-25.491766021943,-49.261911981274
Terminal Centenário - 335 - Centenário / Boqueirão,105103,-25.46882615658,-49.207926274485
Rua Flávio Dallegrave. 10800 - Cachoeira,120197,-25.349566059865,-49.265143527613
Av. Nossa Senhora de Lourdes. 357 - Jardim das Américas,140461,-25.453593623835,-49.226993992955
Av. Comendador Franco. 7398 - Jardim Botanico,140618,-25.493499222629,-49.213418097443
Rua Curupaitis. 1385 - Santa Quitéria,180242,-25.46180708829,-49.305669994301
Rua Deputado Edgar Távora. 314 - Barreirinha,120592,-25.373401895325,-49.259444362578
R. Ismael de Almeida. 330 - Campo de Santana,171016,-25.594421687598,-49.34489428997
R. São Francisco Xavier. 62 - Pilarzinho,190602,-25.390703581692,-49.302464104451
Rua Prof. Benedito Conceição. 770 - Capão da Imbuia,130605,-25.438212585461,-49.217415020767
Rua Enete Dubard. 54 - Tatuquara,170645,-25.559667739883,-49.338592768855
Rua William Booth. 2180 - Boqueirão,140488,-25.506291210398,-49.224018542328
Alameda Pres. Taunay. 1432 - Mercês,190171,-25.427157483578,-49.289513906746
Rua Visconde de Nacar. 132 - Centro,110137,-25.423419040233,-49.282409650297
Rua João Amadeu Pedro Bom. 308 - Tatuquara,160347,-25.550970955802,-49.29565194363
Rua David Geronasso. 751 - Boa Vista,120652,-25.389576472398,-49.248845777016
Av. Sete de Setembro. 2787-3019 - Rebouças,110055,-25.437781244913,-49.266938567162
Rua Maestro Carlos Frank. 477 - Boqueirão,140264,-25.515106369073,-49.223214023314
Rua Chanceler Oswaldo Aranha. 650 - Hauer,150257,-25.489891508132,-49.263082045896
Rua Edmundo Alberto Mercer.  200 - Tingui,130047,-25.38535,-49.22804
Rua Antônio Edmar Barone. 2 - Atuba,130177,-25.388592151453,-49.211407872352
Rua José Gomes de Melo. 280 - Uberaba,140863,-25.496524290754,-49.222623438782
Rua Marcelino Nogueira. 508 - Bacacheri,130700,-25.39521,-49.23951
Rua José Manoel Voluz 1400 - Sítio Cercado,150591,-25.532640786269,-49.279319559025
Rua Via Veneto. 1590 - Santa Felicidade,190240,-25.399830897789,-49.333186317613
Rua Luís Tramontin. 1313 - Campo Comprido,180591,-25.456697286548,-49.334830294637
Av. Senador Salgado Filho. 1202 - Prado Velho,140682,-25.463088972673,-49.246180511284
Rua Conselheiro Laurindo. 2642 - Prado Velho,140524,-25.449243513026,-49.257492155975
R. Des. Hugo Simas. 581 - Bom Retiro,120340,-25.413951185123,-49.279377084656
Rua Doutor Luís Losso Filho. 243 - Novo Mundo,170042,-25.48579,-49.31112
Marginal Rodovia BR277. 2673 - Santo Inácio,190158,-25.430240133137,-49.339932260952
Rua Pedro Gusso. 1254 - Novo Mundo,170304,-25.497997471183,-49.306805511171
Rua Edmundo Alberto Mercer. 848 - Tingui,130054,-25.38113,-49.22222
Rua Barão de Guaraúna. 84 - Alto da Glória,110415,-25.418883431041,-49.25941261763
Avenida Cândido Hartmann. 176 - Mercês,180728,-25.432331067462,-49.288110912985
Rua Ângelo Domingos Durigan. 2 - Cascatinha,190667,-25.41281595313,-49.311365665144
Avenida Anita Garibaldi. 522 - Cachoeira,120161,-25.35284424478,-49.263791224537
Rua Prof. Júlio Teodorico Guimarães. 497 - Pinheirinho,150539,-25.528147971541,-49.272814274973
Rua Pedro Eloy da Souza. 1542 - Bairro Alto,130243,-25.424526640262,-49.203316898293
Rua Eng. Roberto Fischer 10,180498,-25.469549073529,-49.34739684
Rua Rezala Simão. 64 - Santa Quitéria,180986,-25.464883691965,-49.311505680605
Terminal Campo Comprido  - 826 - Campo Comprido / CIC - 732 Campo Comprido / Caiuá,104615,-25.441530658577,-49.346710612269
Rua João Lunardeli. 1957 - Cidade Industrial,170659,-25.549478816572,-49.324756264687
R. Cel. Luíz José dos Santos. 3250 - Boqueirão,150383,-25.503228186979,-49.259244661763
Rua Padre Paulo Caneles. 642 - Santa Candida,120445,-25.356782204114,-49.239376706274
Rua Nicola Pellanda. 5731 - Umbará,160281,-25.572433494654,-49.279227436728
Rua Gonçalves Dias. 11 - Batel,180064,-25.444335737269,-49.291263849682
Rua Albino Kaminski. 1064 - Bairro Alto,130513,-25.40811,-49.19855
Rua Fátima Bark. 397 - Capão Raso,170188,-25.506139321698,-49.300911302442
Rua Clementina Kulik. 158 - Santa Candida,130585,-25.366423933474,-49.223784581411
Rua Alberto Klemtz. 724 - Portão,180705,-25.4728530627,-49.310407961563
